2280531,2158238
273861319,273736564
33875093,33764161
336842218,336739451
325397102,325311103
491555021,491463967
342464631,342381666
180617293,180464461
444702150,444599811
599723701,599621421
342818490,342689674
153871372,153774133
210311445,210196584
2183647,2070423
189835933,189697430
150370789,150280373
124210723,124118726
194800900,194709507
2176003,2072347
78227177,78071319
387203746,387091072
358193528,358113682
36591262,36503831
289496674,289393708
29585242,29465197
460326405,460238726
592574502,592477101
379057500,378965849
555724794,555630457
392259073,392160470
559130594,559033145
2010201,1927099
357326934,357233471
359432833,359337384
342123148,342011558
351370416,351270260
361495466,361411231
345608053,345474695
168845497,168743353
431380730,431251775
314292600,314147426
521287609,521199831
2049206,1956226
357770475,357680755
353506344,353411637
349654522,349525572
381579724,381488268
352413699,352318085
354513369,354422795
363786201,363677936
79679120,79537165
404070622,403967452
351987064,351864241
2279852,2155411
347798995,347669781
363927180,363823633
345271150,345150426
528819986,528725193
341335581,341225495
352179310,352096841
353189221,353104113
377286528,377190710
537772094,537659452
354024755,353941674
358116637,358000197
2144995,2048791
355816321,355729292
356451915,356359163
342277762,342161621
2208286,2113004
6096484,5999671
353751024,353668250
358922886,358842583
357735084,357630103
347817493,347688763
349467078,349366198
341493658,341351017
7826122,7725549
284496162,284390054
496670697,496585041
339453286,339329564
343921507,343828297
350389727,350296791
351642340,351535522
356278609,356188282
8792669,8685243
14573702,14492041
357581129,357490476
350239571,350159869
350176072,350096754
354112544,354022557
352959329,352877180
355591922,355437312
210987264,210904990
463444617,463368528
105338623,105217577
408714740,408626054
343670116,343547915
359645748,359564273
348879542,348733530
347266517,347131700
361616618,361513871
346490295,346363810
345489887,345346602
353937787,353854850
289919084,289807976
51693176,51589561
119669991,119579625
248959081,248864449
473550441,473460124
251240704,251131366
325690158,325584868
100313536,100195219
363493787,363410927
52446966,52342249
116507656,116372810
63674787,63547863
234207019,234110939
119329152,119204122
57396849,57250551
393890537,393795981
214635025,214484597
463712135,463579636
180448603,180322703
436142838,436025832
235938198,235807166
2191937,2081542
77335738,77228658
353246961,353155499
2249099,2129280
353494561,353345554
342744643,342636103
355363508,355263677
353290960,353207932
349662577,349574454
350941419,350843742
2009387,1922004
356336833,356247459
2450315,2335720
346347409,346263707
331737431,331628626
339820395,339687488
342535074,342419679
346966970,346889282
350186709,350097020
368375226,368280679
281449101,281363154
501470784,501383188
354073682,353992528
93393991,93305967
277835847,277746173
47356647,47245963
373832632,373745756
355082531,354996222
142414163,142328551
438841034,438758222
352170126,352043080
2369880,2268530
357149821,357058395
343951548,343832783
186593599,186503097
457759835,457672032
357056052,356975915
148590869,148497149
420942099,420826805
2531168,2439546
99922972,99842383
353947550,353834904
351846643,351714726
357999831,357868288
346363608,346232754
350859690,350760920
344209223,344090203
