2638684,2484904
356433941,356240097
540666741,540512363
384933814,384825219
40184735,40046485
294251865,294109079
322619017,322513965
490981082,490835004
412885916,412788786
591232670,591137834
2527385,2378782
32569570,32384396
238519474,238385399
2654056,2457717
333963455,333750930
66751061,66595701
376364999,376226956
381206102,381093512
73980256,73876222
92554185,92419297
404440286,404251955
377887503,377783489
484328715,484209144
2316907,2189978
19654764,19555854
146841035,146685693
437800523,437652950
585420100,585302949
75067721,74935745
67711454,67596066
157520833,157421788
238234067,238124233
659584198,659476216
99302847,99200730
2368488,2234198
13465938,13325507
79417281,79311407
275436445,275324130
524675909,524519101
289207315,289098409
169498879,169350014
136733248,136541586
89639598,89498209
290138801,290016627
76593543,76481633
2525092,2387786
219790601,219630631
250022087,249912790
167252859,167135888
42504629,42388784
21069362,20957727
258251999,258081640
651750786,651636087
186749932,186565667
472210096,472052142
187552825,187439694
355712002,355610549
366642789,366531464
2564976,2429663
162450977,162274388
155043666,154940519
587199791,587092414
594803153,594700125
2612629,2483568
2695861,2553614
70770040,70591603
386486706,386382017
716846625,716725296
270372526,270264405
25892365,25786161
330445843,330272599
673982892,673864903
164427043,164333014
674212066,674109480
191101994,190919784
637492670,637378386
75534353,75352121
323082181,322897706
303143981,303032090
539017963,538905866
137325389,137165868
539420966,539313847
34826529,34692317
59466836,59321643
247119654,247011143
47083794,46969454
7203075,7095598
498892179,498792860
148058890,147956769
161357708,161257807
415436328,415328987
71995945,71875357
50857159,50679013
121943500,121829743
29975276,29859517
50007698,49798768
133251954,133135839
42812601,42635686
99596127,99494232
117791854,117622760
167719346,167574163
537608336,537482628
743936515,743772824
526339332,526193387
207887044,207780538
268538661,268422269
291839584,291725324
223855682,223738809
480059261,479947803
335128959,335022189
294518330,294413311
458648240,458542660
164535599,164348853
131175762,131073402
210186984,210027489
270253460,270065607
275338107,275158640
217051096,216923842
101201813,101029498
2455710,2308001
318954833,318795264
214470492,214365447
2528456,2391912
29506950,29333701
148344005,148170137
113843560,113647559
40770696,40625365
314089848,313923546
289497200,289315423
2396781,2256828
442995700,442874931
2470615,2329937
111716474,111527514
262294327,262133632
191066084,190959078
204964214,204866405
379238613,379125110
14671837,14556063
399087955,398977075
253978718,253868452
19230417,19066132
111910047,111733993
164124557,163962697
450032719,449925269
159322476,159213447
41355129,41247457
644580750,644471850
840170494,840055524
175382056,175256919
421548846,421434394
2529369,2360809
196983820,196846044
393472895,393324411
347010223,346911808
246106790,245988129
289263932,289164157
389453925,389339760
470284873,470131506
2507278,2343633
87781592,87663385
191607782,191407219
525417868,525293195
105736938,105623705
337627332,337514951
347852797,347739039
174381361,174210978
2530333,2383885
240845447,240746705
429306880,429190987
644213706,644073374
220287298,220058100
380744618,380585343
214751272,214645166
348733695,348530375
549694922,549575579
31616196,31505326
270455246,270350934
220200470,220096937
24051014,23875373
297091164,296931243
465438382,465281582
557685784,557578358
174608782,174492607
2537428,2379682
14268477,14151213
51704060,51590801
366802067,366645206
290038242,289852698
187940182,187837749
18220313,18094438
142145678,141941467
2612920,2472237
379650548,379557120
717812,615019
498001229,497832085
470742044,470573746
185692807,185561063
60535705,60381962
2641475,2468115
40958214,40834856
250929785,250778959
2415799,2265817
18004953,17904119
245168471,245066167
503461893,503307922
516699968,516552363
767091951,766951048
341105378,340945001
2332648,2201225
217916744,217719448
401245647,401137158
2491258,2329499
90240807,90079675
248870627,248762921
358192030,358088183
327269802,327084618
370251647,370156970
561754286,561649905
63314557,63200544
382619251,382510235
255228018,255108420
285157602,285010822
344169283,344053235
478363198,478250460
436685847,436570491
381751117,381625155
106563133,106401660
348833965,348736405
171904642,171775030
292294340,292193938
293094461,292963937
6668312,6533027
75741516,75592331
202146721,202033465
619597937,619424422
172620673,172450938
455127898,455012272
105041931,104925594
603037054,602923710
631993266,631840902
434125078,434016613
677229917,677053299
194082066,193961170
438122415,437962153
106343675,106226416
422042609,421937920
325084245,324958070
11994947,11886664
266527184,266420810
7246956,7080505
209400488,209268710
170755682,170606077
40089858,39926927
255693435,255477306
414134986,414024923
186792156,186620248
2430830,2301715
210551020,210368827
454376370,454269178
111619075,111463299
271629961,271530552
15777486,15604418
2348689,2210085
339343095,339225620
250083019,249960811
121115618,120939864
109120508,108995674
226153880,226053209
505755258,505656616
448885147,448726829
100607997,100434089
122379502,122260365
26300689,26183054
154519150,154415707
88654621,88473418
106245124,106138804
131171418,131003076
2544405,2389805
100820855,100668223
116071147,115916330
308888871,308723708
193076197,192918736
272371516,272252523
33738761,33629665
238737141,238621848
120119635,120013546
341944670,341790003
116424084,116312680
2620805,2448367
186902721,186745607
341547752,341436469
58950287,58835102
2563318,2427759
105610445,105452071
288941376,288763642
269614345,269498959
190247603,190138398
490754694,490657878
680979594,680883687
89664841,89497035
391853153,391698186
101321165,101215632
43356755,43256227
78484088,78375645
307068195,306954973
206956671,206763633
89556094,89443400
578388684,578274289
102057195,101914553
520155286,520057258
209049728,208872686
409047977,408895755
197066551,196930217
291314798,291206454
32432069,32281518
430921838,430760404
551317262,551164205
809455594,809314151
981018430,980823910
325939173,325843673
77336069,77147787
585777776,585653485
207891123,207785190
153615182,153501058
62728542,62612453
273413387,273297258
123764020,123661407
257740282,257626365
413821849,413705197
111698430,111548217
2640730,2496881
165878971,165717864
278836643,278660547
376720136,376614541
552375486,552272601
83417846,83269794
2627380,2491739
297144284,297038888
2589964,2453536
218574660,218392894
2280171,2140171
127435023,127326146
168889682,168732694
497198473,497089992
2438267,2307171
134442800,134288037
239153413,238986167
425746468,425635904
2585979,2440165
110461011,110305031
441330239,441222062
590683639,590582047
516490397,516378298
576700194,576554629
131368722,131188458
784301638,784182004
49644839,49528569
683449785,683340465
802542487,802357104
609431147,609280715
716043024,715928881
146093866,145959803
700230040,700078149
839554708,839364989
2596899,2449994
69457006,69331371
101941902,101832025
571330058,571152583
2328757,2188620
96637461,96531798
262724413,262557242
32790391,32688529
110977311,110867513
518973919,518869873
90278456,90172792
620957666,620858712
178034888,177916372
176493804,176322069
317802161,317656770
2505782,2336908
169752386,169600136
273826187,273698003
480612319,480496215
2299375,2143952
27567714,27462845
368780010,368671885
184390706,184212437
73608464,73447113
335283921,335105672
206110113,205954171
501125233,500964144
255405803,255284568
283958107,283858145
261421237,261251949
257704635,257592959
182110362,181954775
274377255,274276657
153158653,152996944
224332550,224226436
367342029,367208467
147396616,147285008
314081143,313991679
2535832,2384293
33907284,33767713
2441700,2298088
114191940,114020224
265270372,265107128
96434253,96337836
120007811,119860602
425648671,425538948
10129650,10012054
395290932,395156624
2357909,2215798
70392353,70284146
399739715,399634069
2658667,2499381
40446434,40302417
110859879,110763656
354859722,354731143
506492318,506334445
670211583,670046794
2267253,2151354
402221065,402128630
93084599,92957973
215339950,215193121
132208574,132095334
710568648,710364474
714106394,713983748
553885536,553778914
389407048,389243179
198305310,198202849
165783364,165672375
208791318,208687039
2340151,2203068
406430447,406316359
449697804,449547291
83236692,83112203
561258647,561146373
297334948,297217977
419371934,419217847
338602838,338442413
437780262,437651845
442277694,442102135
165701652,165587095
293345624,293231678
418106027,418009638
9183997,9013336
565193555,565064413
288888786,288789017
433458389,433310827
550821929,550696804
2665184,2539184
87525029,87373166
209054469,208906534
341380876,341266356
408115169,408018515
49516691,49415657
193653197,193536955
423927718,423810035
574896159,574772992
799027304,798905986
163215603,163113536
500078903,499981593
384684123,384483117
123166389,122965422
481651388,481541490
243265917,243086763
45210563,45056651
396128822,395949835
2497305,2363215
49429190,49279792
498029509,497916247
101199443,101060025
2444595,2303998
186235980,186130537
18905153,18746086
20622179,20489658
393221611,393023787
322964236,322852650
2434210,2280198
280376416,280268122
353090303,352977080
71070884,70915068
196358902,196252106
54209688,54084595
98112456,98007218
191738800,191617326
343518999,343406635
307505458,307343927
131820993,131712442
311768161,311652530
511654133,511500534
19405222,19304794
180200812,180042420
190981946,190827404
519455967,519346649
15022051,14874242
59875098,59748219
284286235,284173561
518556222,518394450
539329766,539210202
713617597,713456865
287057615,286939113
597875959,597720104
686229633,686056632
302570845,302470754
96426053,96282093
602106631,602004116
563747646,563621192
639865772,639754030
701066142,700897245
343074563,342918082
471792925,471688608
544054236,543923485
290166395,290047463
53051662,52933763
133534023,133428742
580273677,580106742
695508188,695403004
369917932,369765595
45468125,45309603
386606371,386500920
397750734,397611366
228926760,228759080
268162908,268054026
175127963,174979938
185383639,185266530
22456646,22347014
13851031,13756202
303236962,303130228
336455018,336308752
259538072,259346658
281776577,281601967
410585207,410465310
109932609,109824852
197495207,197386676
228183229,228035638
387960225,387835498
374381887,374221291
48266666,48091077
267657595,267558903
63957988,63799123
2491035,2313593
46470404,46360207
119470361,119361321
130438613,130311971
2592676,2439998
69852216,69692781
2331655,2172824
144405071,144265125
2425668,2296072
52714332,52605603
2432487,2255006
57111648,56946571
282606296,282501756
423468283,423358594
179678603,179530931
78391954,78286757
291985716,291886936
374573644,374468871
277047197,276938679
362313067,362180852
256765351,256663943
474804456,474696386
136702841,136551906
2437883,2298115
358766598,358638852
286413388,286254757
166931817,166807859
390112332,389996702
2494382,2352199
477125151,476996617
664447200,664290407
92165070,92058056
328076265,327950574
251567377,251467417
280358829,280234580
410465700,410275760
618500868,618383559
67081641,66969293
576698668,576534036
194234816,194058670
247899499,247789687
250807867,250691493
408100919,407942628
454787046,454641786
444551426,444441563
518120759,517954280
427999269,427890275
622608416,622497006
46094019,45976217
495221684,495108548
2783798,2624481
60491246,60390921
292601776,292455183
38750964,38586437
30017586,29881973
184414032,184249053
550892676,550740602
11042455,10898026
89605245,89459556
398875130,398782967
2576417,2438178
190954986,190795648
156496947,156389783
154856814,154733686
2393400,2262537
66178471,66068843
427341166,427202482
513864692,513742007
75795566,75668230
401505620,401337095
389543210,389428089
438298798,438201588
639364095,639193893
158269103,158167726
336494169,336303726
72866919,72736966
529403349,529225121
450871278,450750199
118290369,118142867
254465834,254367332
327391871,327284287
445089443,444988799
333746639,333627281
141609865,141495914
215532104,215335700
150207544,150083613
131170905,131066821
128915123,128807999
73605779,73432579
387056465,386936930
2638321,2472532
213241381,213086149
2659932,2524653
62747141,62447179
521140916,521028336
353914410,353802505
545605242,545479197
2511877,2380056
257478771,257378049
491191147,491094357
2501342,2375006
204554030,204439333
299333442,299225346
178877037,178778067
95757242,95577867
101134173,101035335
385569592,385459921
454461783,454293891
225971494,225847880
2397828,2259989
165322488,165200736
2504944,2368376
76847525,76693917
186393190,186273301
260452819,260266619
385490014,385382601
87704313,87581148
151234571,151130459
2447240,2311598
47998396,47881833
491205126,491100622
6802968,6700661
432913545,432796111
162936509,162829132
417759492,417607118
284730107,284630054
37895854,37726828
527859377,527681883
746849461,746750825
787715227,787542228
351706473,351594127
